Domain;IP;Port;Time Expired;Correct CN;Signature Algorithm;Public Key Algorithm;Public Key Size;Subject CN;Subject C;Subject ST;Subject L;Subject O;Subject OU;Subject Email;Valid not after;Valid not before;Serial Number;Version;Issuer ST;Issuer C;Issuer L;Issuer O;Issuer OU;Issuer CN;
www.wayfair.com;209.202.142.13;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.csnstores.com;None;None;None;None;Domain Control Validated;None;Jul 22 15:32:16 2018 GMT;Aug  6 18:41:59 2013 GMT;2141995309881130;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wayport.net;184.169.93.40;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.weather.com;81.20.66.96;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.weather.gov;81.20.66.66;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.webaslan.com;89.106.28.168;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.webaslan.com;None;None;None;None;GT25029191;None;Nov 17 03:54:04 2014 GMT;Nov 13 20:46:00 2012 GMT;357984;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.web.de;23.48.215.234;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;img.ui-portal.de;DE;Rhineland-Palatinate;Montabaur;1 und 1 Internet AG;None;None;Sep  8 19:28:11 2014 GMT;Sep 10 22:08:43 2013 GMT;163756;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.webfail.com;5.9.99.68;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.webgains.com;46.236.13.145;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.webgame.web.id;119.81.29.68;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.webgame.in.th;None;None;None;www.webgame.in.th;Domain Control Validated;None;Nov 22 06:18:32 2015 GMT;Dec 25 04:19:18 2012 GMT;12267110441577645;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.webhostingtalk.com;69.167.156.26;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.webhostingtalk.com;None;None;None;None;GT05435894;None;Nov 30 23:46:33 2014 GMT;Sep 29 12:19:00 2012 GMT;336807;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.weblio.jp;210.189.86.12;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;uwl.weblio.jp;JP;Tokyo;Shinjuku-ku;Weblio, Inc.;General Affairs Dept.;None;Apr  7 23:59:59 2015 GMT;Mar 19 00:00:00 2013 GMT;83075369984472271842424571296260756166;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.webmasterworld.com;209.59.188.141;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.webmd.com;208.93.170.17;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.webmd.com;US;New York;New York;WebMD Health;Portal Operations;None;Apr 26 23:59:59 2014 GMT;Apr 25 00:00:00 2012 GMT;1867500152466366205787606787375175045;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.webpagetest.org;72.66.115.10;443;FAIL;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.webpagetest.org;US;Virginia;South Riding;WebPagetest LLC;None;patmeenan@gmail.com;Sep 12 23:26:06 2013 GMT;Sep 12 21:15:33 2011 GMT;33635;2;None;IL;None;StartCom Ltd.;Secure Digital Certificate Signing;StartCom Class 2 Primary Intermediate Server CA;
www.webrankinfo.com;194.146.226.133;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.webrankstats.com;192.254.207.195;443;FAIL;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;Parallels Panel;US;Virginia;Herndon;Parallels;Parallels Panel;info@parallels.com;May 22 15:45:35 2013 GMT;May 22 15:45:35 2012 GMT;1337701535;0;Virginia;US;Herndon;Parallels;Parallels Panel;Parallels Panel;
www.webs.com;81.20.66.49;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.websitewelcome.com;67.18.54.176;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.websitewelcome.com;None;None;None;None;Domain Control Validated;None;May 29 23:59:59 2017 GMT;May 29 00:00:00 2012 GMT;219401801958798344993989751222524262991;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;PositiveSSL CA 2;
www.webutation.net;185.3.40.133;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.webutation.net;None;None;None;None;Domain Control Validated;None;Feb 11 23:59:59 2014 GMT;Feb 11 00:00:00 2013 GMT;137450884471986104915861431634599437357;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA;
www.weebly.com;74.115.50.110;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.weebly.com;US;California;San Francisco;Weebly, Inc.;Web Services;None;Sep 19 12:31:51 2014 GMT;Sep 16 11:33:29 2012 GMT;16959;2;None;US;None;GeoTrust Inc;See www.geotrust.com/resources/cps (c)06;GeoTrust Extended Validation SSL CA;
www.weheartit.com;184.172.46.3;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.weheartit.com;US;California;Glendale;WHI, Inc.;None;None;May 27 12:00:00 2014 GMT;Mar 25 00:00:00 2013 GMT;3371785667675725810895138242786772512;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.weibo.com;151.249.93.82;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;support4.cdnetworks.net;US;California;San Jose;CDNetworks Inc.;None;None;Apr  1 12:00:00 2015 GMT;Mar 27 00:00:00 2013 GMT;13138746512046829103582312027175911085;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.weiphone.com;113.107.56.85;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.weiphone.com;209.170.78.73;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.wellsfargo.com;159.45.2.68;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.wetransfer.com;176.34.111.101;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wetransfer.com;None;None;None;*.wetransfer.com;Domain Control Validated;None;Oct 11 14:37:25 2014 GMT;Oct 11 14:37:25 2011 GMT;2136313131973766;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wetteronline.de;217.212.238.73;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.whatismyip.com;190.93.249.164;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl3537.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 18:41:11 2018 GMT;Jun 26 17:35:14 2013 GMT;1492371425680682228157546793790734442244721;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.whatsapp.com;208.43.122.131;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.whatsapp.com;US;California;Santa Clara;WhatsApp, Inc.;None;None;Aug  5 12:00:00 2016 GMT;Aug  2 00:00:00 2013 GMT;8062628427369999754219689281631052910;2;None;US;None;DigiCert Inc;None;DigiCert Secure Server CA;
www.whirlpool.net.au;117.53.166.22;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;forums.whirlpool.net.au;AU;Victoria;Mitcham;Phillip Sweeney;None;webmaster@whirlpool.net.au;Mar 29 09:22:22 2014 GMT;Mar 28 07:34:10 2012 GMT;49105;2;None;IL;None;StartCom Ltd.;Secure Digital Certificate Signing;StartCom Class 2 Primary Intermediate Server CA;
www.whitepages.com;64.124.61.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.whitepages.com;US;WA;Seattle;WhitePages, Inc.;IT;None;Jul  4 23:59:59 2014 GMT;Apr 23 00:00:00 2010 GMT;51171839156634517371076924648886901608;2;None;US;None;Network Solutions L.L.C.;None;Network Solutions Certificate Authority;
www.who.is;174.36.202.235;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.who.is;None;None;None;None;GT47206831;None;Jun  8 13:50:35 2015 GMT;Jun  5 15:22:37 2012 GMT;447513;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.wickedfire.com;149.126.72.177;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.wikia.com;185.31.19.131;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.a.ssl.fastly.net;US;California;San Francisco;Fastly, Inc.;None;None;Jan 23 12:00:00 2014 GMT;Jan 18 00:00:00 2013 GMT;8832183629681388643394227722772108604;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikibooks.org;91.198.174.228;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.wikipedia.org;US;California;San Francisco;Wikimedia Foundation, Inc.;None;None;Jan 20 12:00:00 2016 GMT;Oct 22 00:00:00 2012 GMT;9496359298926843250042147291706560142;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikihow.com;185.31.19.129;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.a.ssl.fastly.net;US;California;San Francisco;Fastly, Inc.;None;None;Jan 23 12:00:00 2014 GMT;Jan 18 00:00:00 2013 GMT;8832183629681388643394227722772108604;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikimapia.org;192.69.192.210;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;None;GB;Berkshire;Newbury;My Company Ltd;None;None;Aug  6 14:03:18 2014 GMT;Aug  6 14:03:18 2013 GMT;9351351296738800237;0;Berkshire;GB;Newbury;My Company Ltd;None;None;
www.wikimedia.org;91.198.174.224;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.wikipedia.org;US;California;San Francisco;Wikimedia Foundation, Inc.;None;None;Jan 20 12:00:00 2016 GMT;Oct 22 00:00:00 2012 GMT;9496359298926843250042147291706560142;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikipedia.org;91.198.174.225;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wikipedia.org;US;California;San Francisco;Wikimedia Foundation, Inc.;None;None;Jan 20 12:00:00 2016 GMT;Oct 22 00:00:00 2012 GMT;9496359298926843250042147291706560142;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikiquote.org;91.198.174.227;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.wikipedia.org;US;California;San Francisco;Wikimedia Foundation, Inc.;None;None;Jan 20 12:00:00 2016 GMT;Oct 22 00:00:00 2012 GMT;9496359298926843250042147291706560142;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wikispaces.com;208.43.192.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wikispaces.com;None;None;None;None;GT46731473;None;Oct 19 15:29:52 2014 GMT;Sep 17 12:50:43 2013 GMT;921364;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.wiktionary.org;91.198.174.226;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.wikipedia.org;US;California;San Francisco;Wikimedia Foundation, Inc.;None;None;Jan 20 12:00:00 2016 GMT;Oct 22 00:00:00 2012 GMT;9496359298926843250042147291706560142;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wildberries.ru;91.230.107.94;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wildberries.ru;RU;Moscow;Moscow;Wildberries LLC;SGC SSL Wildcard;None;Jul  3 23:59:59 2016 GMT;Jul  3 00:00:00 2012 GMT;319240857179865835568597604153304629234;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO High-Assurance Secure Server CA;
www.willhaben.at;194.232.116.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.willhaben.at;AT;Vienna;Vienna;willhaben internet service GmbH & Co KG;Operations;None;Oct  4 23:59:59 2014 GMT;Aug  5 00:00:00 2012 GMT;17861703900868878593471761888780610276;2;None;US;None;Thawte, Inc.;None;Thawte SSL CA;
www.williamhill.com;95.131.186.32;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.williamhill.com;GI;Gibraltar;Gibraltar;WHG (International) Ltd;Interactive Betting;None;Feb 17 23:59:59 2015 GMT;Dec 19 00:00:00 2012 GMT;144769125456626785916626458320817102216;2;None;US;None;thawte, Inc.;Terms of use at https://www.thawte.com/cps (c)06;thawte Extended Validation SSL CA;
www.wimp.com;208.43.68.142;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;None;00;0;0;0;None;None;Mar  1 05:05:48 2014 GMT;Mar  1 05:05:48 2013 GMT;11355491017116347073;2;0;00;0;0;None;None;
www.windowsphone.com;157.55.178.16;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.windowsphone.com;None;None;None;None;None;None;Mar  7 21:49:10 2015 GMT;Mar  7 21:49:10 2013 GMT;168257011694181724212200;2;None;None;None;None;None;MSIT Machine Auth CA 2;
www.wired.com;81.20.66.26;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.withoutworking.com;203.124.102.1;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.wix.com;216.185.152.111;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wix.com;US;NY;New York;Wix.com, Inc.;Operations;None;Aug 26 19:56:10 2014 GMT;Aug 26 19:56:10 2011 GMT;12211402470816317;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wmaraci.com;195.244.59.150;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.wmmail.ru;185.15.210.21;443;FAIL;FAIL;md5WithRSAEncryption;rsaEncryption;1024;www.snakeoil.dom;XY;Snake Desert;Snake Town;Snake Oil, Ltd;Webserver Team;www@snakeoil.dom;Oct 20 18:21:51 2001 GMT;Oct 21 18:21:51 1999 GMT;1;2;Snake Desert;XY;Snake Town;Snake Oil, Ltd;Certificate Authority;Snake Oil CA;
www.wolframalpha.com;206.123.112.233;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wolframalpha.com;US;Illinois;Champaign;Wolfram Research, Inc.;PlatinumSSL Wildcard;None;Feb  1 23:59:59 2017 GMT;Feb  2 00:00:00 2012 GMT;160285034648045202297851148982189493956;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO High-Assurance Secure Server CA;
www.woobox.com;54.243.71.232;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;woobox.com;None;None;None;None;Domain Control Validated;None;Mar 14 20:29:08 2014 GMT;Feb 20 00:49:29 2013 GMT;21156501715911009;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.woorank.com;141.101.113.227;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.woorank.com;None;None;None;None;Domain Control Validated;None;May 30 07:22:44 2014 GMT;May 30 07:22:44 2013 GMT;22135420862751605;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.woot.com;107.23.222.162;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;1024;*.woot.com;US;Texas;Carrollton;Woot Inc;None;None;Apr 22 15:45:59 2014 GMT;Apr  5 14:34:32 2011 GMT;288077356407624504149218097572742003147;2;None;US;None;SecureTrust Corporation;None;SecureTrust CA;
www.woothemes.com;69.172.200.174;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.woothemes.com;None;None;None;None;Domain Control Validated;None;Aug 20 23:59:59 2014 GMT;Aug 20 00:00:00 2012 GMT;270149894568149473554144467360998462981;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA;
www.wordpress.com;192.0.80.250;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wordpress.com;None;None;None;*.wordpress.com;Domain Control Validated;None;Oct 14 11:29:26 2015 GMT;Oct 14 11:29:26 2010 GMT;22170996862328727;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wordpress.org;66.155.40.249;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wordpress.org;None;None;None;*.wordpress.org;Domain Control Validated;None;Dec 15 20:11:21 2014 GMT;Nov 17 21:13:12 2011 GMT;1143028390712482;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wordstream.com;54.235.145.120;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;1024;*.wordstream.com;None;None;None;*.wordstream.com;Domain Control Validated;None;Oct 21 13:25:35 2013 GMT;Oct 21 13:25:35 2008 GMT;14711081;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wordtracker.com;66.132.221.106;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wordtracker.com;None;None;None;None;Domain Control Validated;None;Mar 19 15:05:04 2014 GMT;Mar 12 11:31:00 2013 GMT;21180035118224722;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.worldoftanks.eu;213.252.176.241;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.worldoftanks.eu;GB;None;London;Wargaming.net LLP;None;None;Nov  4 12:00:00 2015 GMT;Oct 19 00:00:00 2012 GMT;14321921795540389150491924132859776471;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.worldoftanks.ru;185.12.241.151;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.worldoftanks.ru;GB;None;London;Wargaming.net LLP;None;None;Nov  4 12:00:00 2015 GMT;Oct 19 00:00:00 2012 GMT;7732037228265074196690027507938481832;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wowhead.com;198.101.161.123;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wowhead.com;None;None;None;*.wowhead.com;Domain Control Validated;None;Nov 14 14:00:39 2013 GMT;Jan  3 06:43:59 2013 GMT;12147820565668773;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wpbeginner.com;198.1.79.173;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.wp.com;66.155.9.244;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.wordpress.com;None;None;None;*.wordpress.com;Domain Control Validated;None;Oct 14 11:29:26 2015 GMT;Oct 14 11:29:26 2010 GMT;22170996862328727;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.wpengine.com;66.228.54.99;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wpengine.com;US;None;None;*.wpengine.com;GT41552380;None;Apr 21 14:02:31 2014 GMT;Apr 18 13:21:31 2012 GMT;403099;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.wpmudev.org;66.135.49.214;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;premium.wpmudev.org;None;None;None;None;GT17172468;None;Nov  5 13:16:00 2014 GMT;Sep  3 14:41:17 2013 GMT;487530;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.wpmu.org;108.162.203.179;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl2957.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 19:46:39 2018 GMT;Jun  4 22:09:05 2013 GMT;1492173560994336946832863828323292680238106;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.wretch.cc;66.196.66.212;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.yahoo.com;US;CA;Sunnyvale;Yahoo! Inc.;None;None;May 28 12:00:00 2014 GMT;May 20 00:00:00 2013 GMT;6583760535307214078423268209680014914;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.wsj.com;205.203.140.1;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;online.wsj.com;US;New Jersey;South Brunswick;Dow Jones and Company;WSJ.com;TSI-WSJ@dowjones.com;Jun  5 13:27:42 2022 GMT;Jun  7 12:27:42 2012 GMT;1816;2;New Jersey;US;None;Dow Jones and Company;None;Dow Jones Secure Network CA;
www.wufoo.com;75.98.93.66;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wufoo.com;None;None;None;None;GT18078295;None;Apr 17 08:08:20 2017 GMT;Apr 15 03:44:19 2013 GMT;760043;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.wunderground.com;38.102.136.104;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wunderground.com;None;None;None;None;Domain Control Validated;None;Aug 15 18:25:18 2016 GMT;Aug 15 18:25:18 2013 GMT;22213674428350967;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
